ID,BiG-SCAPE class,label
BGC0001940.1,PKSother,BGC0001940.1
BGC0001941.1,PKS-NRP_Hybrids,BGC0001941.1
BGC0001946.1,Others,BGC0001946.1
BGC0001950.1,PKS-NRP_Hybrids,BGC0001950.1
BGC0001951.1,PKS-NRP_Hybrids,BGC0001951.1
BGC0001952.1,PKS-NRP_Hybrids,BGC0001952.1
BGC0001953.1,PKS-NRP_Hybrids,BGC0001953.1
BGC0001955.1,PKS-NRP_Hybrids,BGC0001955.1
BGC0001956.1,PKS-NRP_Hybrids,BGC0001956.1
BGC0001957.1,PKS-NRP_Hybrids,BGC0001957.1
BGC0001958.1,PKS-NRP_Hybrids,BGC0001958.1
BGC0001960.1,PKSother,BGC0001960.1
BGC0001962.1,PKSother,BGC0001962.1
BGC0001963.1,PKS-NRP_Hybrids,BGC0001963.1
BGC0001964.1,PKSother,BGC0001964.1
BGC0001966.1,PKS-NRP_Hybrids,BGC0001966.1
BGC0001970.1,PKS-NRP_Hybrids,BGC0001970.1
BGC0001971.1,PKS-NRP_Hybrids,BGC0001971.1
BGC0001978.1,PKS-NRP_Hybrids,BGC0001978.1
BGC0001979.1,Others,BGC0001979.1
BGC0001982.1,PKS-NRP_Hybrids,BGC0001982.1
BGC0001993.1,PKS-NRP_Hybrids,BGC0001993.1
BGC0002000.1,PKSother,BGC0002000.1
BGC0002001.1,PKS-NRP_Hybrids,BGC0002001.1
BGC0002010.1,Others,BGC0002010.1
BGC0002011.1,PKS-NRP_Hybrids,BGC0002011.1
BGC0002012.1,PKSother,BGC0002012.1
BGC0002016.1,PKSother,BGC0002016.1
BGC0002021.1,PKSother,BGC0002021.1
BGC0002024.1,PKSother,BGC0002024.1
BGC0002025.1,PKS-NRP_Hybrids,BGC0002025.1
BGC0002026.1,PKS-NRP_Hybrids,BGC0002026.1
BGC0002028.1,PKSother,BGC0002028.1
BGC0002034.1,PKSother,BGC0002034.1
BGC0002035.1,PKS-NRP_Hybrids,BGC0002035.1
BGC0002055.1,PKS-NRP_Hybrids,BGC0002055.1
BGC0002056.1,PKS-NRP_Hybrids,BGC0002056.1
BGC0002057.1,PKS-NRP_Hybrids,BGC0002057.1
NZ_JNXG01000006.region001,PKSother,NZ
NZ_JNXG01000011.region002,PKS-NRP_Hybrids,NZ
NZ_JNXG01000018.region002,PKSother,NZ
NZ_JNXG01000018.region004,Others,NZ
NZ_JNXG01000021.region001,PKSother,NZ
