ID,BiG-SCAPE class,label
BGC0001584.1,PKS-NRP_Hybrids,BGC0001584.1
BGC0001585.1,NRPS,BGC0001585.1
BGC0001593.1,Others,BGC0001593.1
BGC0001598.1,PKS-NRP_Hybrids,BGC0001598.1
BGC0001599.1,NRPS,BGC0001599.1
BGC0001600.1,PKS-NRP_Hybrids,BGC0001600.1
BGC0001608.1,NRPS,BGC0001608.1
BGC0001609.1,NRPS,BGC0001609.1
BGC0001611.1,PKS-NRP_Hybrids,BGC0001611.1
BGC0001614.1,NRPS,BGC0001614.1
BGC0001615.1,NRPS,BGC0001615.1
BGC0001620.1,Others,BGC0001620.1
BGC0001621.1,NRPS,BGC0001621.1
BGC0001623.1,Others,BGC0001623.1
BGC0001626.1,PKS-NRP_Hybrids,BGC0001626.1
BGC0001627.1,NRPS,BGC0001627.1
BGC0001628.1,NRPS,BGC0001628.1
BGC0001630.1,PKS-NRP_Hybrids,BGC0001630.1
BGC0001631.1,PKS-NRP_Hybrids,BGC0001631.1
BGC0001635.1,PKS-NRP_Hybrids,BGC0001635.1
BGC0001636.1,NRPS,BGC0001636.1
BGC0001637.1,NRPS,BGC0001637.1
BGC0001641.1,NRPS,BGC0001641.1
BGC0001646.1,Others,BGC0001646.1
BGC0001647.1,PKS-NRP_Hybrids,BGC0001647.1
BGC0001650.1,NRPS,BGC0001650.1
BGC0001652.1,NRPS,BGC0001652.1
BGC0001656.1,PKS-NRP_Hybrids,BGC0001656.1
BGC0001657.1,NRPS,BGC0001657.1
BGC0001666.1,PKS-NRP_Hybrids,BGC0001666.1
BGC0001667.1,PKS-NRP_Hybrids,BGC0001667.1
BGC0001668.1,NRPS,BGC0001668.1
BGC0001671.1,Others,BGC0001671.1
BGC0001672.1,NRPS,BGC0001672.1
BGC0001679.1,NRPS,BGC0001679.1
BGC0001686.1,NRPS,BGC0001686.1
BGC0001690.1,PKS-NRP_Hybrids,BGC0001690.1
BGC0001692.1,NRPS,BGC0001692.1
BGC0001695.1,PKS-NRP_Hybrids,BGC0001695.1
BGC0001698.1,NRPS,BGC0001698.1
BGC0001699.1,NRPS,BGC0001699.1
BGC0001702.1,PKS-NRP_Hybrids,BGC0001702.1
BGC0001703.1,PKS-NRP_Hybrids,BGC0001703.1
BGC0001704.1,PKS-NRP_Hybrids,BGC0001704.1
BGC0001705.1,PKS-NRP_Hybrids,BGC0001705.1
BGC0001710.1,Others,BGC0001710.1
BGC0001711.1,PKS-NRP_Hybrids,BGC0001711.1
BGC0001712.1,Others,BGC0001712.1
BGC0001715.1,NRPS,BGC0001715.1
BGC0001716.1,NRPS,BGC0001716.1
BGC0001717.1,Others,BGC0001717.1
BGC0001718.1,Others,BGC0001718.1
BGC0001721.1,NRPS,BGC0001721.1
BGC0001724.1,PKS-NRP_Hybrids,BGC0001724.1
BGC0001726.1,PKS-NRP_Hybrids,BGC0001726.1
BGC0001728.1,PKS-NRP_Hybrids,BGC0001728.1
BGC0001737.1,PKS-NRP_Hybrids,BGC0001737.1
BGC0001738.1,PKS-NRP_Hybrids,BGC0001738.1
BGC0001740.1,PKS-NRP_Hybrids,BGC0001740.1
BGC0001741.1,PKS-NRP_Hybrids,BGC0001741.1
BGC0001748.1,NRPS,BGC0001748.1
BGC0001750.1,PKS-NRP_Hybrids,BGC0001750.1
BGC0001751.1,PKS-NRP_Hybrids,BGC0001751.1
BGC0001752.1,NRPS,BGC0001752.1
BGC0001754.1,PKS-NRP_Hybrids,BGC0001754.1
BGC0001758.1,NRPS,BGC0001758.1
BGC0001759.1,PKS-NRP_Hybrids,BGC0001759.1
BGC0001760.1,NRPS,BGC0001760.1
BGC0001763.1,Others,BGC0001763.1
BGC0001764.1,NRPS,BGC0001764.1
BGC0001766.1,PKS-NRP_Hybrids,BGC0001766.1
BGC0001767.1,NRPS,BGC0001767.1
BGC0001768.1,NRPS,BGC0001768.1
BGC0001771.1,Others,BGC0001771.1
BGC0001772.1,PKS-NRP_Hybrids,BGC0001772.1
BGC0001780.1,PKS-NRP_Hybrids,BGC0001780.1
BGC0001785.1,PKS-NRP_Hybrids,BGC0001785.1
BGC0001790.1,NRPS,BGC0001790.1
BGC0001791.1,NRPS,BGC0001791.1
BGC0001792.1,NRPS,BGC0001792.1
BGC0001793.1,PKS-NRP_Hybrids,BGC0001793.1
BGC0001794.1,PKS-NRP_Hybrids,BGC0001794.1
BGC0001796.1,NRPS,BGC0001796.1
BGC0001800.1,Others,BGC0001800.1
BGC0001801.1,NRPS,BGC0001801.1
BGC0001805.1,NRPS,BGC0001805.1
BGC0001806.1,NRPS,BGC0001806.1
BGC0001807.1,PKS-NRP_Hybrids,BGC0001807.1
BGC0001813.1,PKS-NRP_Hybrids,BGC0001813.1
BGC0001814.1,Others,BGC0001814.1
BGC0001816.1,PKS-NRP_Hybrids,BGC0001816.1
BGC0001818.1,NRPS,BGC0001818.1
BGC0001819.1,PKS-NRP_Hybrids,BGC0001819.1
BGC0001820.1,NRPS,BGC0001820.1
BGC0001822.1,NRPS,BGC0001822.1
BGC0001823.1,NRPS,BGC0001823.1
BGC0001824.1,NRPS,BGC0001824.1
BGC0001825.1,NRPS,BGC0001825.1
BGC0001826.1,NRPS,BGC0001826.1
BGC0001829.1,PKS-NRP_Hybrids,BGC0001829.1
BGC0001833.1,NRPS,BGC0001833.1
BGC0001838.1,NRPS,BGC0001838.1
BGC0001840.1,NRPS,BGC0001840.1
BGC0001841.1,NRPS,BGC0001841.1
BGC0001842.1,NRPS,BGC0001842.1
BGC0001843.1,NRPS,BGC0001843.1
BGC0001844.1,NRPS,BGC0001844.1
BGC0001846.1,NRPS,BGC0001846.1
BGC0001856.1,PKS-NRP_Hybrids,BGC0001856.1
BGC0001857.1,PKS-NRP_Hybrids,BGC0001857.1
BGC0001871.1,NRPS,BGC0001871.1
BGC0001873.1,NRPS,BGC0001873.1
BGC0001874.1,Others,BGC0001874.1
BGC0001876.1,PKS-NRP_Hybrids,BGC0001876.1
BGC0001877.1,Others,BGC0001877.1
BGC0001878.1,NRPS,BGC0001878.1
BGC0001881.1,PKS-NRP_Hybrids,BGC0001881.1
BGC0001884.1,PKS-NRP_Hybrids,BGC0001884.1
BGC0001885.1,PKS-NRP_Hybrids,BGC0001885.1
BGC0001890.1,NRPS,BGC0001890.1
BGC0001900.1,NRPS,BGC0001900.1
BGC0001902.1,PKS-NRP_Hybrids,BGC0001902.1
BGC0001912.1,NRPS,BGC0001912.1
BGC0001918.1,PKS-NRP_Hybrids,BGC0001918.1
BGC0001919.1,PKS-NRP_Hybrids,BGC0001919.1
BGC0001923.1,PKS-NRP_Hybrids,BGC0001923.1
BGC0001941.1,PKS-NRP_Hybrids,BGC0001941.1
BGC0001942.1,NRPS,BGC0001942.1
BGC0001943.1,NRPS,BGC0001943.1
BGC0001945.1,NRPS,BGC0001945.1
BGC0001946.1,Others,BGC0001946.1
BGC0001950.1,PKS-NRP_Hybrids,BGC0001950.1
BGC0001951.1,PKS-NRP_Hybrids,BGC0001951.1
BGC0001952.1,PKS-NRP_Hybrids,BGC0001952.1
BGC0001953.1,PKS-NRP_Hybrids,BGC0001953.1
BGC0001955.1,PKS-NRP_Hybrids,BGC0001955.1
BGC0001956.1,PKS-NRP_Hybrids,BGC0001956.1
BGC0001957.1,PKS-NRP_Hybrids,BGC0001957.1
BGC0001958.1,PKS-NRP_Hybrids,BGC0001958.1
BGC0001961.1,NRPS,BGC0001961.1
BGC0001963.1,PKS-NRP_Hybrids,BGC0001963.1
BGC0001966.1,PKS-NRP_Hybrids,BGC0001966.1
BGC0001967.1,Others,BGC0001967.1
BGC0001968.1,NRPS,BGC0001968.1
BGC0001970.1,PKS-NRP_Hybrids,BGC0001970.1
BGC0001971.1,PKS-NRP_Hybrids,BGC0001971.1
BGC0001975.1,Others,BGC0001975.1
BGC0001978.1,PKS-NRP_Hybrids,BGC0001978.1
BGC0001980.1,NRPS,BGC0001980.1
BGC0001982.1,PKS-NRP_Hybrids,BGC0001982.1
BGC0001984.1,NRPS,BGC0001984.1
BGC0001993.1,PKS-NRP_Hybrids,BGC0001993.1
BGC0001999.1,NRPS,BGC0001999.1
BGC0002001.1,PKS-NRP_Hybrids,BGC0002001.1
BGC0002002.1,Others,BGC0002002.1
BGC0002003.1,NRPS,BGC0002003.1
BGC0002011.1,PKS-NRP_Hybrids,BGC0002011.1
BGC0002014.1,Others,BGC0002014.1
BGC0002025.1,PKS-NRP_Hybrids,BGC0002025.1
BGC0002026.1,PKS-NRP_Hybrids,BGC0002026.1
BGC0002035.1,PKS-NRP_Hybrids,BGC0002035.1
BGC0002055.1,PKS-NRP_Hybrids,BGC0002055.1
BGC0002056.1,PKS-NRP_Hybrids,BGC0002056.1
BGC0002057.1,PKS-NRP_Hybrids,BGC0002057.1
NZ_JNXG01000005.region002,NRPS,NZ
NZ_JNXG01000006.region002,NRPS,NZ
NZ_JNXG01000009.region003,NRPS,NZ
NZ_JNXG01000010.region001,NRPS,NZ
NZ_JNXG01000010.region003,NRPS,NZ
NZ_JNXG01000011.region001,NRPS,NZ
NZ_JNXG01000011.region002,PKS-NRP_Hybrids,NZ
NZ_JNXG01000017.region002,NRPS,NZ
NZ_JNXG01000030.region001,NRPS,NZ
